step,xi,xi_grads,loss,time
0,0.0,0.0,6.004247665405273,40.60388493537903
1,7.441190973622724e-05,-0.0010335622355341911,5.843124866485596,40.66692495346069
2,7.358347647823393e-05,0.000948392553254962,5.767021179199219,40.73048806190491
3,7.741047738818452e-05,-0.00010895465675275773,5.750826358795166,40.79289889335632
4,7.795319106662646e-05,6.933022814337164e-05,5.648852825164795,40.86070704460144
5,6.535591091960669e-05,0.00036300477222539485,5.459009170532227,40.92243194580078
6,4.145961065660231e-05,0.00039450477925129235,5.603879451751709,40.98217177391052
7,2.2014877686160617e-05,-4.885827365797013e-05,5.577685356140137,41.037680864334106
8,1.6629959418423823e-06,9.634562593419105e-05,5.635259628295898,41.09432291984558
9,-2.4397168090217747e-05,0.0002572038793005049,5.66793966293335,41.153708934783936
10,-6.99107549735345e-05,0.0009660396026447415,5.526008129119873,41.22219896316528
11,-0.00010711292998166755,-0.00013563991524279118,5.402436256408691,41.28640103340149
12,-0.00016417648294009268,0.0016033151187002659,5.49603796005249,41.34654188156128
13,-0.00022798837744630873,0.0007711411453783512,5.552613258361816,41.40684485435486
14,-0.0003027140919584781,0.001583778066560626,5.446819305419922,41.465404748916626
15,-0.00038505648262798786,0.0014661445748060942,5.532350063323975,41.52096772193909
16,-0.0004676573153119534,0.0006326212896965444,5.473430156707764,41.57992482185364
17,-0.0005333915469236672,-0.0005690541584044695,5.341434478759766,41.637202739715576
18,-0.0006038559949956834,0.0008941423729993403,5.380680561065674,41.69961905479431
19,-0.000679051736369729,0.0009712206083349884,5.436144828796387,41.761234760284424
20,-0.0007319418946281075,-0.0009807494934648275,5.406081199645996,41.81943964958191
21,-0.0008004269911907613,0.0024428698234260082,5.390711784362793,41.875669956207275
22,-0.000881429179571569,0.0030781710520386696,5.35987663269043,41.937763690948486
23,-0.000971498666331172,0.002953802701085806,5.313237190246582,41.998626947402954
24,-0.0010639495449140668,0.0015249289572238922,5.285052299499512,42.060056924819946
25,-0.0011466557625681162,-0.00017522822599858046,5.269612789154053,42.12984800338745
26,-0.0012362604029476643,0.002338545164093375,5.321860313415527,42.200323820114136
27,-0.0013338926946744323,0.00328094232827425,5.187047004699707,42.25991082191467
28,-0.0014114337973296642,-0.0013651946792379022,5.245360374450684,42.31732392311096
29,-0.0014939656248316169,0.001963425660505891,5.132394790649414,42.37770080566406
30,-0.00155014602933079,-0.0022967825643718243,5.266061305999756,42.438108921051025
31,-0.0016150791198015213,0.002298800041899085,5.176729202270508,42.50092077255249
32,-0.0016234817449003458,-0.007011301815509796,5.113386631011963,42.56247282028198
33,-0.001591223874129355,-0.00922396034002304,5.137375354766846,42.62026786804199
34,-0.0015466734766960144,-0.004038264974951744,5.178958892822266,42.67898488044739
35,-0.0014749903930351138,-0.03647385165095329,5.5021443367004395,42.74111366271973
36,-0.001413959194906056,0.0026272751856595278,5.102000713348389,42.80155897140503
37,-0.0013533465098589659,-0.0033393828198313713,5.077977657318115,42.86065983772278
38,-0.0012937372084707022,-0.0028899048920720816,5.169231414794922,42.92357587814331
39,-0.0012338695814833045,-0.003660801565274596,5.211308002471924,42.98450183868408
40,-0.0011799484491348267,0.0003464501351118088,5.153748512268066,43.04403781890869
41,-0.0011340727796778083,0.0019212397746741772,5.146549701690674,43.10958480834961
42,-0.0010948454728350043,0.0015063395258039236,5.124058246612549,43.170201778411865
43,-0.0010592618491500616,5.960906855762005e-05,4.99697732925415,43.227967977523804
44,-0.0010327971540391445,0.00344963651150465,5.175166606903076,43.28448486328125
45,-0.0010060378117486835,-0.001603978918865323,5.02295446395874,43.340993881225586
46,-0.000980609213002026,-0.0006445744656957686,5.074890613555908,43.397849798202515
47,-0.0009573731222189963,-6.887642666697502e-05,5.0781331062316895,43.45593070983887
48,-0.0009395351517014205,0.001872607390396297,5.14216947555542,43.52203679084778
49,-0.0009231488802470267,-9.920407319441438e-05,5.033870220184326,43.578800678253174
50,-0.0009099768940359354,0.000966004328802228,5.347726345062256,43.64001202583313
51,-0.0008949795155785978,-0.0016987844137474895,5.861999034881592,43.69732093811035
52,-0.0008835201733745635,0.0011957091046497226,5.152578830718994,43.75293469429016
53,-0.0008725954103283584,-0.0002831736346706748,5.104005336761475,43.808363914489746
54,-0.0008657876751385629,0.0016901189228519797,5.186270236968994,43.872400760650635
55,-0.0008599581196904182,0.00019010627875104547,5.196030139923096,43.93513584136963
56,-0.0008551044156774879,0.0002349018323002383,5.149864196777344,43.99102592468262
57,-0.0008484154823236167,-0.0012114180717617273,5.165877342224121,44.053343772888184
58,-0.0008431048481725156,0.00040010412340052426,5.062999248504639,44.11740779876709
59,-0.0008391978335566819,0.0004759273724630475,5.296576023101807,44.18423080444336
60,-0.0008377216872759163,0.0010698464466258883,5.286551475524902,44.24968600273132
61,-0.0008351255091838539,-0.0006448701024055481,5.1114277839660645,44.31110978126526
62,-0.0008336663595400751,0.0004561851965263486,5.063577175140381,44.37636685371399
63,-0.0008317171595990658,-0.00031581096118316054,5.186992645263672,44.451204776763916
64,-0.0008327586110681295,0.0014078381936997175,5.193019866943359,44.52995300292969
65,-0.0008349206182174385,0.0006056443671695888,5.205593109130859,44.59088683128357
66,-0.0008384045213460922,0.0007522108498960733,5.148972511291504,44.660170793533325
67,-0.0008400783990509808,-0.0007277756812982261,5.1295294761657715,44.72427988052368
68,-0.0008449088199995458,0.001613338477909565,5.081972122192383,44.801517963409424
0,0.0,0.0,6.004247665405273,38.35322594642639
1,7.441190973622724e-05,-0.0010335622355341911,5.843124866485596,38.410727977752686
2,7.358347647823393e-05,0.000948392553254962,5.767021179199219,38.46842408180237
3,7.741047738818452e-05,-0.00010895465675275773,5.750826358795166,38.53135704994202
4,7.795319106662646e-05,6.933022814337164e-05,5.648852825164795,38.60329294204712
5,6.535591091960669e-05,0.00036300477222539485,5.459009170532227,38.668421030044556
6,4.145961065660231e-05,0.00039450477925129235,5.603879451751709,38.73141407966614
7,2.2014877686160617e-05,-4.885827365797013e-05,5.577685356140137,38.79127097129822
8,1.6629959418423823e-06,9.634562593419105e-05,5.635259628295898,38.85106587409973
9,-2.4397168090217747e-05,0.0002572038793005049,5.66793966293335,38.91212010383606
10,-6.99107549735345e-05,0.0009660396026447415,5.526008129119873,38.96961307525635
11,-0.00010711292998166755,-0.00013563991524279118,5.402436256408691,39.02509808540344
12,-0.00016417648294009268,0.0016033151187002659,5.49603796005249,39.08018493652344
13,-0.00022798837744630873,0.0007711411453783512,5.552613258361816,39.14257097244263
14,-0.0003027140919584781,0.001583778066560626,5.446819305419922,39.20931315422058
15,-0.00038505648262798786,0.0014661445748060942,5.532350063323975,39.2706241607666
16,-0.0004676573153119534,0.0006326212896965444,5.473430156707764,39.33170413970947
17,-0.0005333915469236672,-0.0005690541584044695,5.341434478759766,39.39079308509827
18,-0.0006038559949956834,0.0008941423729993403,5.380680561065674,39.46163010597229
19,-0.000679051736369729,0.0009712206083349884,5.436144828796387,39.526808977127075
20,-0.0007319418946281075,-0.0009807494934648275,5.406081199645996,39.595072984695435
21,-0.0008004269911907613,0.0024428698234260082,5.390711784362793,39.65534710884094
22,-0.000881429179571569,0.0030781710520386696,5.35987663269043,39.71514916419983
23,-0.000971498666331172,0.002953802701085806,5.313237190246582,39.77220106124878
24,-0.0010639495449140668,0.0015249289572238922,5.285052299499512,39.82985305786133
25,-0.0011466557625681162,-0.00017522822599858046,5.269612789154053,39.89297008514404
26,-0.0012362604029476643,0.002338545164093375,5.321860313415527,39.95282602310181
27,-0.0013338926946744323,0.00328094232827425,5.187047004699707,40.008931159973145
28,-0.0014114337973296642,-0.0013651946792379022,5.245360374450684,40.06816482543945
29,-0.0014939656248316169,0.001963425660505891,5.132394790649414,40.12427091598511
30,-0.00155014602933079,-0.0022967825643718243,5.266061305999756,40.178367137908936
31,-0.0016150791198015213,0.002298800041899085,5.176729202270508,40.23396587371826
32,-0.0016234817449003458,-0.007011301815509796,5.113386631011963,40.2888069152832
33,-0.001591223874129355,-0.00922396034002304,5.137375354766846,40.3456130027771
34,-0.0015466734766960144,-0.004038264974951744,5.178958892822266,40.41025686264038
35,-0.0014749903930351138,-0.03647385165095329,5.5021443367004395,40.47333312034607
36,-0.001413959194906056,0.0026272751856595278,5.102000713348389,40.52854299545288
37,-0.0013533465098589659,-0.0033393828198313713,5.077977657318115,40.584599018096924
38,-0.0012937372084707022,-0.0028899048920720816,5.169231414794922,40.64667201042175
39,-0.0012338695814833045,-0.003660801565274596,5.211308002471924,40.7192280292511
40,-0.0011799484491348267,0.0003464501351118088,5.153748512268066,40.77518916130066
41,-0.0011340727796778083,0.0019212397746741772,5.146549701690674,40.83599495887756
42,-0.0010948454728350043,0.0015063395258039236,5.124058246612549,40.893994092941284
43,-0.0010592618491500616,5.960906855762005e-05,4.99697732925415,40.9505250453949
44,-0.0010327971540391445,0.00344963651150465,5.175166606903076,41.00479006767273
45,-0.0010060378117486835,-0.001603978918865323,5.02295446395874,41.06184983253479
46,-0.000980609213002026,-0.0006445744656957686,5.074890613555908,41.121970891952515
47,-0.0009573731222189963,-6.887642666697502e-05,5.0781331062316895,41.189876079559326
48,-0.0009395351517014205,0.001872607390396297,5.14216947555542,41.25418996810913
49,-0.0009231488802470267,-9.920407319441438e-05,5.033870220184326,41.315927028656006
50,-0.0009099768940359354,0.000966004328802228,5.347726345062256,41.3838632106781
51,-0.0008949795155785978,-0.0016987844137474895,5.861999034881592,41.44515585899353
52,-0.0008835201733745635,0.0011957091046497226,5.152578830718994,41.50047588348389
53,-0.0008725954103283584,-0.0002831736346706748,5.104005336761475,41.55555510520935
54,-0.0008657876751385629,0.0016901189228519797,5.186270236968994,41.61104893684387
55,-0.0008599581196904182,0.00019010627875104547,5.196030139923096,41.667848110198975
56,-0.0008551044156774879,0.0002349018323002383,5.149864196777344,41.72315502166748
57,-0.0008484154823236167,-0.0012114180717617273,5.165877342224121,41.77925205230713
58,-0.0008431048481725156,0.00040010412340052426,5.062999248504639,41.83690595626831
59,-0.0008391978335566819,0.0004759273724630475,5.296576023101807,41.89316201210022
60,-0.0008377216872759163,0.0010698464466258883,5.286551475524902,41.95679688453674
61,-0.0008351255091838539,-0.0006448701024055481,5.1114277839660645,42.02293515205383
62,-0.0008336663595400751,0.0004561851965263486,5.063577175140381,42.08001208305359
63,-0.0008317171595990658,-0.00031581096118316054,5.186992645263672,42.13471007347107
64,-0.0008327586110681295,0.0014078381936997175,5.193019866943359,42.19035291671753
65,-0.0008349206182174385,0.0006056443671695888,5.205593109130859,42.244524002075195
66,-0.0008384045213460922,0.0007522108498960733,5.148972511291504,42.30210995674133
67,-0.0008400783990509808,-0.0007277756812982261,5.1295294761657715,42.3576021194458
68,-0.0008449088199995458,0.001613338477909565,5.081972122192383,42.41905498504639
69,-0.0008492746273986995,-6.63241371512413e-06,5.278022766113281,42.4798469543457
70,-0.000856074970215559,0.0013655872317031026,5.163261890411377,42.53387403488159
71,-0.0008612149395048618,-0.00048808741848915815,5.155038356781006,42.657634019851685
72,-0.0008660882594995201,0.00010144998668693006,5.009204864501953,42.72952890396118
73,-0.0008655974525026977,-0.0023068091832101345,5.395989418029785,42.7878201007843
74,-0.0008658249280415475,0.00031431159004569054,5.117097854614258,42.848654985427856
75,-0.0008635366684757173,-0.0011587073095142841,5.1477484703063965,42.90722417831421
76,-0.0008630523225292563,0.0007331810775212944,5.248044013977051,42.963093996047974
77,-0.0008640809101052582,0.0006727540167048573,5.185693264007568,43.018218994140625
78,-0.0008636187994852662,-0.0006349530885927379,5.173000812530518,43.074294090270996
79,-0.0008635465055704117,0.0001567448489367962,5.192724704742432,43.13539505004883
80,-0.0008582450682297349,-0.002358613535761833,5.10162878036499,43.26792502403259
81,-0.0008551799692213535,0.0007770622032694519,5.177995681762695,43.32395911216736
82,-0.0008555866661481559,0.0014160252176225185,5.1912994384765625,43.39374589920044
83,-0.00085588259389624,-3.2027717679739e-05,5.050572395324707,43.455512046813965
84,-0.0008602188900113106,0.0017906795255839825,5.149033069610596,43.51473307609558
85,-0.0008682459010742605,0.0017973479116335511,4.983745574951172,43.570257902145386
86,-0.0008754798909649253,-1.477959449402988e-05,5.088962554931641,43.63584494590759
87,-0.0008798944763839245,-0.0009232271113432944,5.029284954071045,43.70237898826599
88,-0.0008812610758468509,-0.0011313280556350946,5.040861129760742,43.75927782058716
89,-0.0008830690640024841,0.00024428233155049384,5.052779197692871,43.816001176834106
90,-0.0008864631527103484,0.000748020363971591,5.174244403839111,43.87382793426514
91,-0.0008827429846860468,-0.002878139726817608,4.936422824859619,43.932279109954834
92,-0.0008688945090398192,-0.004458125215023756,5.211530685424805,43.990764141082764
93,-0.0008532256470061839,-0.0013271034695208073,5.129301071166992,44.05087494850159
94,-0.0008389311260543764,-4.797150904778391e-05,5.09867000579834,44.10711407661438
95,-0.0008287705131806433,0.0011574877426028252,5.131274223327637,44.17007112503052
96,-0.0008126231259666383,-0.0029076319187879562,5.0912957191467285,44.24642896652222
97,-0.0008071593474596739,0.003781424369663,5.167998313903809,44.306670904159546
98,-0.0007942948141135275,-0.0032981273252516985,5.204901695251465,44.36236095428467
99,-0.0007768864161334932,-0.0023972191847860813,5.009559631347656,44.42727208137512
